08/10/2015,1321,119.47,119.49,119.45,119.49,32407
08/10/2015,1322,119.48,119.49,119.46,119.48,49507
08/10/2015,1323,119.47,119.5,119.44,119.46,47512
08/10/2015,1324,119.46,119.47,119.45,119.47,26009
08/10/2015,1325,119.46,119.49,119.44,119.45,79700
08/10/2015,1326,119.45,119.47,119.45,119.47,31544
08/10/2015,1327,119.47,119.49,119.44,119.44,61961
08/10/2015,1328,119.44,119.45,119.44,119.44,13496
08/10/2015,1329,119.45,119.47,119.38,119.39,90064
08/10/2015,1330,119.39,119.39,119.29,119.32,118184
08/10/2015,1331,119.32,119.33,119.3,119.32,96442
08/10/2015,1332,119.32,119.35,119.31,119.35,55550
08/10/2015,1333,119.35,119.41,119.34,119.41,58528
08/10/2015,1334,119.41,119.48,119.4,119.47,62815
08/10/2015,1335,119.48,119.52,119.46,119.48,77089
08/10/2015,1336,119.47,119.51,119.47,119.51,35173
08/10/2015,1337,119.51,119.52,119.51,119.51,28951
08/10/2015,1338,119.52,119.6,119.52,119.6,81758
08/10/2015,1339,119.59,119.63,119.58,119.61,108890
08/10/2015,1340,119.61,119.62,119.55,119.56,82336
08/10/2015,1341,119.55,119.57,119.53,119.54,82753
08/10/2015,1342,119.54,119.56,119.51,119.54,39285
08/10/2015,1343,119.55,119.58,119.54,119.57,26341
08/10/2015,1344,119.57,119.58,119.55,119.58,28863
08/10/2015,1345,119.58,119.6,119.58,119.58,38123
08/10/2015,1346,119.58,119.61,119.58,119.6,68996
08/10/2015,1347,119.59,119.61,119.58,119.61,44719
08/10/2015,1348,119.61,119.62,119.59,119.6,45810
08/10/2015,1349,119.6,119.62,119.59,119.6,47392
08/10/2015,1350,119.6,119.68,119.6,119.67,115587
08/10/2015,1351,119.67,119.74,119.67,119.73,131536
08/10/2015,1352,119.73,119.75,119.69,119.73,124159
08/10/2015,1353,119.74,119.74,119.63,119.67,111957
08/10/2015,1354,119.67,119.67,119.56,119.63,107797
08/10/2015,1355,119.63,119.66,119.61,119.62,64737
08/10/2015,1356,119.63,119.65,119.62,119.64,57951
08/10/2015,1357,119.64,119.65,119.59,119.61,40405
08/10/2015,1358,119.61,119.62,119.51,119.55,126939
08/10/2015,1359,119.54,119.64,119.52,119.63,72017
08/10/2015,1400,119.63,119.67,119.63,119.66,45606
08/10/2015,1401,119.67,119.67,119.64,119.65,37462
